WKT,Point #,Municipality,Barangay,Longitude,Latitude
POINT (120.3556863 16.6121107),532,City of San Fernando (Capital),Bangcusay,120.3556863,16.6121107
POINT (120.3590718 16.6174375),533,City of San Fernando (Capital),Bangcusay,120.3590718,16.6174375
POINT (120.3550855 16.6116216),534,City of San Fernando (Capital),Bangcusay,120.3550855,16.6116216
POINT (120.3607076 16.6151057),535,City of San Fernando (Capital),Bangcusay,120.3607076,16.6151057
POINT (120.3529144 16.6167947),536,City of San Fernando (Capital),Bangcusay,120.3529144,16.6167947
POINT (120.3539081 16.6111567),537,City of San Fernando (Capital),Bangcusay,120.3539081,16.6111567
POINT (120.357933 16.6137417),538,City of San Fernando (Capital),Bangcusay,120.357933,16.6137417
POINT (120.3584058 16.6174266),539,City of San Fernando (Capital),Bangcusay,120.3584058,16.6174266
POINT (120.3424603 16.5874916),540,City of San Fernando (Capital),Dalumpinas Oeste,120.3424603,16.5874916
POINT (120.3448155 16.587457),541,City of San Fernando (Capital),Dalumpinas Oeste,120.3448155,16.587457
POINT (120.3424199 16.5868755),542,City of San Fernando (Capital),Dalumpinas Oeste,120.3424199,16.5868755
POINT (120.3446081 16.5888507),543,City of San Fernando (Capital),Dalumpinas Oeste,120.3446081,16.5888507
POINT (120.3444814 16.5860834),544,City of San Fernando (Capital),Dalumpinas Oeste,120.3444814,16.5860834
POINT (120.3403228 16.5886817),545,City of San Fernando (Capital),Dalumpinas Oeste,120.3403228,16.5886817
POINT (120.3438803 16.5878376),546,City of San Fernando (Capital),Dalumpinas Oeste,120.3438803,16.5878376
POINT (120.3432743 16.5867789),547,City of San Fernando (Capital),Dalumpinas Oeste,120.3432743,16.5867789
POINT (120.3404764 16.5897755),548,City of San Fernando (Capital),Dalumpinas Oeste,120.3404764,16.5897755
POINT (120.3325328 16.6501354),549,City of San Fernando (Capital),Bungro,120.3325328,16.6501354
POINT (120.3327549 16.6425753),550,City of San Fernando (Capital),Bungro,120.3327549,16.6425753
POINT (120.3350515 16.6465672),551,City of San Fernando (Capital),Bungro,120.3350515,16.6465672
POINT (120.327431 16.6453903),552,City of San Fernando (Capital),Bungro,120.327431,16.6453903
POINT (120.3333502 16.6503394),553,City of San Fernando (Capital),Bungro,120.3333502,16.6503394
POINT (120.3297611 16.6446689),554,City of San Fernando (Capital),Bungro,120.3297611,16.6446689
POINT (120.334707 16.6484033),555,City of San Fernando (Capital),Bungro,120.334707,16.6484033
POINT (120.3270553 16.6444196),556,City of San Fernando (Capital),Bungro,120.3270553,16.6444196
POINT (120.3294892 16.6449685),557,City of San Fernando (Capital),Bungro,120.3294892,16.6449685
POINT (120.33878331 16.59644436),558,City of San Fernando (Capital),Dalumpinas Este,120.3387833,16.59644436
POINT (120.3388008 16.5872499),559,City of San Fernando (Capital),Dalumpinas Este,120.3388008,16.5872499
POINT (120.3377498 16.5907218),560,City of San Fernando (Capital),Dalumpinas Este,120.3377498,16.5907218
POINT (120.34029303 16.59454704),561,City of San Fernando (Capital),Dalumpinas Este,120.340293,16.59454704
POINT (120.3361309 16.5854757),562,City of San Fernando (Capital),Dalumpinas Este,120.3361309,16.5854757
POINT (120.3393689 16.5898026),563,City of San Fernando (Capital),Dalumpinas Este,120.3393689,16.5898026
POINT (120.336073 16.5911654),564,City of San Fernando (Capital),Dalumpinas Este,120.336073,16.5911654
POINT (120.3369035 16.5907464),565,City of San Fernando (Capital),Dalumpinas Este,120.3369035,16.5907464
POINT (120.3063365 16.5957722),566,City of San Fernando (Capital),Nagyubuyuban,120.3063365,16.5957722
POINT (120.3088391 16.586482),567,City of San Fernando (Capital),Nagyubuyuban,120.3088391,16.586482
POINT (120.3067731 16.5869111),568,City of San Fernando (Capital),Nagyubuyuban,120.3067731,16.5869111
POINT (120.3082221 16.5846105),569,City of San Fernando (Capital),Nagyubuyuban,120.3082221,16.5846105
POINT (120.3068331 16.5816816),570,City of San Fernando (Capital),Nagyubuyuban,120.3068331,16.5816816
POINT (120.3077679 16.5815379),571,City of San Fernando (Capital),Nagyubuyuban,120.3077679,16.5815379
POINT (120.3071961 16.585455),572,City of San Fernando (Capital),Nagyubuyuban,120.3071961,16.585455
POINT (120.3061426 16.5945582),573,City of San Fernando (Capital),Nagyubuyuban,120.3061426,16.5945582
POINT (120.3164514 16.590005),574,City of San Fernando (Capital),Tanquigan,120.3164514,16.590005
POINT (120.3143681 16.5971569),575,City of San Fernando (Capital),Tanquigan,120.3143681,16.5971569
POINT (120.318118 16.5940413),576,City of San Fernando (Capital),Tanquigan,120.318118,16.5940413
POINT (120.311852 16.5919493),577,City of San Fernando (Capital),Tanquigan,120.311852,16.5919493
POINT (120.3103248 16.5960389),578,City of San Fernando (Capital),Tanquigan,120.3103248,16.5960389
POINT (120.3180607 16.5931042),579,City of San Fernando (Capital),Tanquigan,120.3180607,16.5931042
POINT (120.3122899 16.5937544),580,City of San Fernando (Capital),Tanquigan,120.3122899,16.5937544
POINT (120.309441 16.6424555),581,City of San Fernando (Capital),Pias,120.309441,16.6424555
POINT (120.3092335 16.643371),582,City of San Fernando (Capital),Pias,120.3092335,16.643371
POINT (120.3108288 16.6448165),583,City of San Fernando (Capital),Pias,120.3108288,16.6448165
POINT (120.3121543 16.6405661),584,City of San Fernando (Capital),Pias,120.3121543,16.6405661
POINT (120.3128596 16.6385155),585,City of San Fernando (Capital),Pias,120.3128596,16.6385155
POINT (120.3115903 16.6418132),586,City of San Fernando (Capital),Pias,120.3115903,16.6418132
POINT (120.3377771 16.631209),587,City of San Fernando (Capital),Baraoas,120.3377771,16.631209
POINT (120.3350936 16.622323),588,City of San Fernando (Capital),Baraoas,120.3350936,16.622323
POINT (120.3349282 16.6255231),589,City of San Fernando (Capital),Baraoas,120.3349282,16.6255231
POINT (120.3326791 16.623856),590,City of San Fernando (Capital),Baraoas,120.3326791,16.623856
POINT (120.3340273 16.6277182),591,City of San Fernando (Capital),Baraoas,120.3340273,16.6277182
POINT (120.333057 16.6209692),592,City of San Fernando (Capital),Baraoas,120.333057,16.6209692
POINT (120.342144 16.6231572),593,City of San Fernando (Capital),Ilocanos Norte,120.342144,16.6231572
POINT (120.3432301 16.6276995),594,City of San Fernando (Capital),Ilocanos Norte,120.3432301,16.6276995
POINT (120.3420781 16.6249387),595,City of San Fernando (Capital),Ilocanos Norte,120.3420781,16.6249387
POINT (120.3443737 16.6294792),596,City of San Fernando (Capital),Ilocanos Norte,120.3443737,16.6294792
POINT (120.3420215 16.625459),597,City of San Fernando (Capital),Ilocanos Norte,120.3420215,16.625459
POINT (120.3433699 16.62849),598,City of San Fernando (Capital),Ilocanos Norte,120.3433699,16.62849
POINT (120.3513075 16.6116309),599,City of San Fernando (Capital),Bato,120.3513075,16.6116309
POINT (120.3480548 16.6162188),600,City of San Fernando (Capital),Bato,120.3480548,16.6162188
POINT (120.3455886 16.6134736),601,City of San Fernando (Capital),Bato,120.3455886,16.6134736
POINT (120.3477988 16.6128993),602,City of San Fernando (Capital),Bato,120.3477988,16.6128993
POINT (120.346548 16.6183544),603,City of San Fernando (Capital),Bato,120.346548,16.6183544
POINT (120.3025217 16.597233),604,City of San Fernando (Capital),Camansi,120.3025217,16.597233
POINT (120.3056641 16.5894978),605,City of San Fernando (Capital),Camansi,120.3056641,16.5894978
POINT (120.3054856 16.5864609),606,City of San Fernando (Capital),Camansi,120.3054856,16.5864609
POINT (120.3053942 16.5835016),607,City of San Fernando (Capital),Camansi,120.3053942,16.5835016
POINT (120.3062416 16.583229),608,City of San Fernando (Capital),Camansi,120.3062416,16.583229
POINT (120.3191209 16.6469918),609,City of San Fernando (Capital),Namtutan,120.3191209,16.6469918
POINT (120.3212689 16.6460678),610,City of San Fernando (Capital),Namtutan,120.3212689,16.6460678
POINT (120.321638 16.6467276),611,City of San Fernando (Capital),Namtutan,120.321638,16.6467276
POINT (120.3249564 16.647133),612,City of San Fernando (Capital),Namtutan,120.3249564,16.647133
POINT (120.3179481 16.6433166),613,City of San Fernando (Capital),Namtutan,120.3179481,16.6433166
POINT (120.3449287 16.6403377),614,City of San Fernando (Capital),Pacpaco,120.3449287,16.6403377
POINT (120.3498985 16.6397983),615,City of San Fernando (Capital),Pacpaco,120.3498985,16.6397983
POINT (120.3455574 16.6413188),616,City of San Fernando (Capital),Pacpaco,120.3455574,16.6413188
POINT (120.3477208 16.6398289),617,City of San Fernando (Capital),Pacpaco,120.3477208,16.6398289
POINT (120.3435629 16.6408196),618,City of San Fernando (Capital),Pacpaco,120.3435629,16.6408196
POINT (120.3496975 16.6385507),619,City of San Fernando (Capital),Siboan-Otong,120.3496975,16.6385507
POINT (120.3429012 16.6340085),620,City of San Fernando (Capital),Siboan-Otong,120.3429012,16.6340085
POINT (120.344643 16.6338621),621,City of San Fernando (Capital),Siboan-Otong,120.344643,16.6338621
POINT (120.3454765 16.6339544),622,City of San Fernando (Capital),Siboan-Otong,120.3454765,16.6339544
POINT (120.3450029 16.638284),623,City of San Fernando (Capital),Siboan-Otong,120.3450029,16.638284
POINT (120.3395899 16.6359255),624,City of San Fernando (Capital),Saoay,120.3395899,16.6359255
POINT (120.3340366 16.639226),625,City of San Fernando (Capital),Saoay,120.3340366,16.639226
POINT (120.3411352 16.6362256),626,City of San Fernando (Capital),Saoay,120.3411352,16.6362256
POINT (120.3354402 16.6368485),627,City of San Fernando (Capital),Saoay,120.3354402,16.6368485
POINT (120.3387043 16.6364565),628,City of San Fernando (Capital),Saoay,120.3387043,16.6364565
POINT (120.3133495 16.6342126),629,City of San Fernando (Capital),Narra Oeste,120.3133495,16.6342126
POINT (120.31278038 16.63510138),630,City of San Fernando (Capital),Narra Oeste,120.3127804,16.63510138
POINT (120.3103446 16.6348673),631,City of San Fernando (Capital),Narra Oeste,120.3103446,16.6348673
POINT (120.3108314 16.6355589),632,City of San Fernando (Capital),Narra Oeste,120.3108314,16.6355589
POINT (120.325561 16.6104453),633,City of San Fernando (Capital),Bacsil,120.325561,16.6104453
POINT (120.322001 16.61815),634,City of San Fernando (Capital),Bacsil,120.322001,16.61815
POINT (120.3223608 16.6153008),635,City of San Fernando (Capital),Bacsil,120.3223608,16.6153008
POINT (120.3219564 16.619199),636,City of San Fernando (Capital),Bacsil,120.3219564,16.619199
POINT (120.3263181 16.6163569),637,City of San Fernando (Capital),Bangbangolan,120.3263181,16.6163569
POINT (120.3285423 16.6210074),638,City of San Fernando (Capital),Bangbangolan,120.3285423,16.6210074
POINT (120.3261897 16.6196305),639,City of San Fernando (Capital),Bangbangolan,120.3261897,16.6196305
POINT (120.3161665 16.5793436),640,City of San Fernando (Capital),Pao Norte,120.3161665,16.5793436
POINT (120.31819635 16.58656119),641,City of San Fernando (Capital),Pao Norte,120.3181964,16.58656119
POINT (120.3122163 16.5818175),642,City of San Fernando (Capital),Pao Norte,120.3122163,16.5818175
POINT (120.3047199 16.6031625),643,City of San Fernando (Capital),Barangay IV,120.3047199,16.6031625
POINT (120.3075219 16.6005611),644,City of San Fernando (Capital),Barangay IV,120.3075219,16.6005611
POINT (120.307905 16.6036124),645,City of San Fernando (Capital),Barangay IV,120.307905,16.6036124
POINT (120.34016 16.6145227),646,City of San Fernando (Capital),Sacyud,120.34016,16.6145227
POINT (120.332842 16.6158688),647,City of San Fernando (Capital),Sacyud,120.332842,16.6158688
POINT (120.3383715 16.6164573),648,City of San Fernando (Capital),Sacyud,120.3383715,16.6164573
POINT (120.3185102 16.5902359),649,City of San Fernando (Capital),Puspus,120.3185102,16.5902359
POINT (120.3122908 16.5911011),650,City of San Fernando (Capital),Puspus,120.3122908,16.5911011
POINT (120.3174487 16.5891136),651,City of San Fernando (Capital),Puspus,120.3174487,16.5891136
POINT (120.3129277 16.5987023),652,City of San Fernando (Capital),Abut,120.3129277,16.5987023
POINT (120.3111207 16.5994705),653,City of San Fernando (Capital),Abut,120.3111207,16.5994705
POINT (120.314046 16.5985822),654,City of San Fernando (Capital),Abut,120.314046,16.5985822
POINT (120.3176865 16.6484372),655,City of San Fernando (Capital),Masicong,120.3176865,16.6484372
POINT (120.318757 16.6529801),656,City of San Fernando (Capital),Masicong,120.318757,16.6529801
POINT (120.3188436 16.6479518),657,City of San Fernando (Capital),Masicong,120.3188436,16.6479518
POINT (120.3202215 16.627552),658,City of San Fernando (Capital),Narra Este,120.3202215,16.627552
POINT (120.3175144 16.6270488),659,City of San Fernando (Capital),Narra Este,120.3175144,16.6270488
POINT (120.318626 16.6257072),660,City of San Fernando (Capital),Narra Este,120.318626,16.6257072
POINT (120.2995217 16.604624),661,City of San Fernando (Capital),Apaleng,120.2995217,16.604624
POINT (120.2999005 16.6044321),662,City of San Fernando (Capital),Apaleng,120.2999005,16.6044321
POINT (120.2998696 16.6051095),663,City of San Fernando (Capital),Apaleng,120.2998696,16.6051095
POINT (120.31918997 16.61704047),664,City of San Fernando (Capital),Birunget,120.31919,16.61704047
POINT (120.31764273 16.62052478),665,City of San Fernando (Capital),Birunget,120.3176427,16.62052478
POINT (120.31854659 16.61816224),666,City of San Fernando (Capital),Birunget,120.3185466,16.61816224
POINT (120.31899246 16.61366217),667,City of San Fernando (Capital),Pao Sur,120.3189925,16.61366217
POINT (120.31836261 16.61336749),668,City of San Fernando (Capital),Pao Sur,120.3183626,16.61336749
POINT (120.31815891 16.61471252),669,City of San Fernando (Capital),Pao Sur,120.3181589,16.61471252
POINT (120.3157744 16.6186366),670,City of San Fernando (Capital),Barangay II,120.3157744,16.6186366
POINT (120.3131777 16.6164443),671,City of San Fernando (Capital),Barangay II,120.3131777,16.6164443
POINT (120.315956 16.6149436),672,City of San Fernando (Capital),Cabarsican,120.315956,16.6149436
POINT (120.3145586 16.6161235),673,City of San Fernando (Capital),Cabarsican,120.3145586,16.6161235
POINT (120.3162414 16.6205514),674,City of San Fernando (Capital),Calabugao,120.3162414,16.6205514
POINT (120.3160704 16.6188806),675,City of San Fernando (Capital),Calabugao,120.3160704,16.6188806
POINT (120.31607739 16.6215191),676,City of San Fernando (Capital),Barangay III,120.3160774,16.6215191
POINT (120.3166606 16.6237557),677,City of San Fernando (Capital),Barangay III,120.3166606,16.6237557
POINT (120.3684491 16.4683294),678,Bauang,Acao,120.3684491,16.4683294
POINT (120.3762581 16.4691699),679,Bauang,Acao,120.3762581,16.4691699
POINT (120.3629885 16.4651044),680,Bauang,Acao,120.3629885,16.4651044
POINT (120.3724447 16.4744178),681,Bauang,Acao,120.3724447,16.4744178
POINT (120.3694162 16.487333),682,Bauang,Acao,120.3694162,16.487333
POINT (120.3679315 16.4897384),683,Bauang,Acao,120.3679315,16.4897384
POINT (120.3692519 16.4693316),684,Bauang,Acao,120.3692519,16.4693316
POINT (120.3737618 16.4709097),685,Bauang,Acao,120.3737618,16.4709097
POINT (120.3652549 16.4663379),686,Bauang,Acao,120.3652549,16.4663379
POINT (120.3662742 16.4671998),687,Bauang,Acao,120.3662742,16.4671998
POINT (120.3686343 16.4881809),688,Bauang,Acao,120.3686343,16.4881809
POINT (120.3607265 16.4640212),689,Bauang,Acao,120.3607265,16.4640212
POINT (120.3648675 16.465423),690,Bauang,Acao,120.3648675,16.465423
POINT (120.3672889 16.4900825),691,Bauang,Acao,120.3672889,16.4900825
POINT (120.3726049 16.47208),692,Bauang,Acao,120.3726049,16.47208
POINT (120.3699633 16.4868473),693,Bauang,Acao,120.3699633,16.4868473
POINT (120.3619603 16.4652874),694,Bauang,Acao,120.3619603,16.4652874
POINT (120.3610793 16.4684941),695,Bauang,Acao,120.3610793,16.4684941
POINT (120.3717075 16.4715127),696,Bauang,Acao,120.3717075,16.4715127
POINT (120.3705257 16.4699883),697,Bauang,Acao,120.3705257,16.4699883
POINT (120.3726372 16.473414),698,Bauang,Acao,120.3726372,16.473414
POINT (120.3750803 16.4702054),699,Bauang,Acao,120.3750803,16.4702054
POINT (120.3609919 16.4654456),700,Bauang,Acao,120.3609919,16.4654456
POINT (120.3759189 16.4703206),701,Bauang,Acao,120.3759189,16.4703206
POINT (120.3606928 16.4667501),702,Bauang,Acao,120.3606928,16.4667501
POINT (120.3420694 16.5249473),703,Bauang,Paringao,120.3420694,16.5249473
POINT (120.3556218 16.5213485),704,Bauang,Paringao,120.3556218,16.5213485
POINT (120.3437465 16.5240068),705,Bauang,Paringao,120.3437465,16.5240068
POINT (120.3436496 16.5243217),706,Bauang,Paringao,120.3436496,16.5243217
POINT (120.3581336 16.5196112),707,Bauang,Paringao,120.3581336,16.5196112
POINT (120.3509926 16.5235625),708,Bauang,Paringao,120.3509926,16.5235625
POINT (120.3391456 16.5250662),709,Bauang,Paringao,120.3391456,16.5250662
POINT (120.3413312 16.5268637),710,Bauang,Paringao,120.3413312,16.5268637
POINT (120.3544982 16.5220637),711,Bauang,Paringao,120.3544982,16.5220637
POINT (120.3412594 16.5248952),712,Bauang,Paringao,120.3412594,16.5248952
POINT (120.3374485 16.5239348),713,Bauang,Paringao,120.3374485,16.5239348
POINT (120.3483765 16.5256048),714,Bauang,Paringao,120.3483765,16.5256048
POINT (120.3375452 16.5258722),715,Bauang,Paringao,120.3375452,16.5258722
POINT (120.3420362 16.5286548),716,Bauang,Paringao,120.3420362,16.5286548
POINT (120.3504613 16.5238578),717,Bauang,Paringao,120.3504613,16.5238578
POINT (120.336033 16.5262374),718,Bauang,Paringao,120.336033,16.5262374
POINT (120.3468873 16.5243595),719,Bauang,Paringao,120.3468873,16.5243595
POINT (120.3388515 16.5263646),720,Bauang,Paringao,120.3388515,16.5263646
POINT (120.3381677 16.5269231),721,Bauang,Paringao,120.3381677,16.5269231
POINT (120.3565719 16.5203745),722,Bauang,Paringao,120.3565719,16.5203745
POINT (120.3431619 16.5244635),723,Bauang,Paringao,120.3431619,16.5244635
POINT (120.3501787 16.5263086),724,Bauang,Paringao,120.3501787,16.5263086
POINT (120.3444874 16.5239423),725,Bauang,Paringao,120.3444874,16.5239423
POINT (120.3514096 16.5581422),726,Bauang,Central East,120.3514096,16.5581422
POINT (120.3496017 16.5428418),727,Bauang,Central East,120.3496017,16.5428418
POINT (120.349114 16.5508185),728,Bauang,Central East,120.349114,16.5508185
POINT (120.3447346 16.5430558),729,Bauang,Central East,120.3447346,16.5430558
POINT (120.3510982 16.5557436),730,Bauang,Central East,120.3510982,16.5557436
POINT (120.3632028 16.5531674),731,Bauang,Central East,120.3632028,16.5531674
POINT (120.3461513 16.5466445),732,Bauang,Central East,120.3461513,16.5466445
POINT (120.3529934 16.5618264),733,Bauang,Central East,120.3529934,16.5618264
POINT (120.352234 16.5551875),734,Bauang,Central East,120.352234,16.5551875
POINT (120.3649232 16.5592895),735,Bauang,Central East,120.3649232,16.5592895
POINT (120.3471858 16.5480277),736,Bauang,Central East,120.3471858,16.5480277
POINT (120.3526346 16.5611901),737,Bauang,Central East,120.3526346,16.5611901
POINT (120.3513608 16.557249),738,Bauang,Central East,120.3513608,16.557249
POINT (120.3644687 16.5607448),739,Bauang,Central East,120.3644687,16.5607448
POINT (120.3577214 16.5557558),740,Bauang,Central East,120.3577214,16.5557558
POINT (120.3519434 16.5593716),741,Bauang,Central East,120.3519434,16.5593716
POINT (120.3632966 16.56126),742,Bauang,Central East,120.3632966,16.56126
POINT (120.3510393 16.5541997),743,Bauang,Central East,120.3510393,16.5541997
POINT (120.3522203 16.5602209),744,Bauang,Central East,120.3522203,16.5602209
POINT (120.3552874 16.5634351),745,Bauang,Central East,120.3552874,16.5634351
POINT (120.3454804 16.5439918),746,Bauang,Central East,120.3454804,16.5439918
POINT (120.3614438 16.5534181),747,Bauang,Central East,120.3614438,16.5534181
POINT (120.3677972 16.4909274),748,Bauang,Central West,120.3677972,16.4909274
POINT (120.3681324 16.4915447),749,Bauang,Central West,120.3681324,16.4915447
POINT (120.3731636 16.4999643),750,Bauang,Central West,120.3731636,16.4999643
POINT (120.3714525 16.5040957),751,Bauang,Central West,120.3714525,16.5040957
POINT (120.3694599 16.5039423),752,Bauang,Central West,120.3694599,16.5039423
POINT (120.3698652 16.4950266),753,Bauang,Central West,120.3698652,16.4950266
POINT (120.3723993 16.5024229),754,Bauang,Central West,120.3723993,16.5024229
POINT (120.3687614 16.5071453),755,Bauang,Central West,120.3687614,16.5071453
POINT (120.3730267 16.5021975),756,Bauang,Central West,120.3730267,16.5021975
POINT (120.3709917 16.504498),757,Bauang,Central West,120.3709917,16.504498
POINT (120.3685497 16.4930284),758,Bauang,Central West,120.3685497,16.4930284
POINT (120.3695824 16.5003651),759,Bauang,Central West,120.3695824,16.5003651
POINT (120.369385 16.4937575),760,Bauang,Central West,120.369385,16.4937575
POINT (120.3701382 16.4993198),761,Bauang,Central West,120.3701382,16.4993198
POINT (120.3705331 16.4966119),762,Bauang,Central West,120.3705331,16.4966119
POINT (120.3731733 16.5029961),763,Bauang,Central West,120.3731733,16.5029961
POINT (120.370383 16.4970638),764,Bauang,Central West,120.370383,16.4970638
POINT (120.3694901 16.5032171),765,Bauang,Central West,120.3694901,16.5032171
POINT (120.3691019 16.505086),766,Bauang,Central West,120.3691019,16.505086
POINT (120.3694593 16.5021874),767,Bauang,Central West,120.3694593,16.5021874
POINT (120.3682597 16.5064077),768,Bauang,Central West,120.3682597,16.5064077
POINT (120.3441093 16.5020739),769,Bauang,Santiago,120.3441093,16.5020739
POINT (120.3461671 16.497041),770,Bauang,Santiago,120.3461671,16.497041
POINT (120.3414446 16.4968008),771,Bauang,Santiago,120.3414446,16.4968008
POINT (120.34812 16.4969272),772,Bauang,Santiago,120.34812,16.4969272
POINT (120.3454645 16.4978466),773,Bauang,Santiago,120.3454645,16.4978466
POINT (120.3532607 16.4955473),774,Bauang,Santiago,120.3532607,16.4955473
POINT (120.3406287 16.496964),775,Bauang,Santiago,120.3406287,16.496964
POINT (120.3445201 16.4963281),776,Bauang,Santiago,120.3445201,16.4963281
POINT (120.3521401 16.4978164),777,Bauang,Santiago,120.3521401,16.4978164
POINT (120.3451843 16.5029173),778,Bauang,Santiago,120.3451843,16.5029173
POINT (120.3432446 16.496147),779,Bauang,Santiago,120.3432446,16.496147
POINT (120.3449933 16.5033947),780,Bauang,Santiago,120.3449933,16.5033947
POINT (120.3426817 16.4963718),781,Bauang,Santiago,120.3426817,16.4963718
POINT (120.3436613 16.5030022),782,Bauang,Santiago,120.3436613,16.5030022
POINT (120.353154 16.4942966),783,Bauang,Santiago,120.353154,16.4942966
POINT (120.3500349 16.4944089),784,Bauang,Santiago,120.3500349,16.4944089
POINT (120.3526391 16.4970174),785,Bauang,Santiago,120.3526391,16.4970174
POINT (120.3508563 16.4952625),786,Bauang,Santiago,120.3508563,16.4952625
POINT (120.3388779 16.4996317),787,Bauang,Santiago,120.3388779,16.4996317
POINT (120.3440359 16.5016405),788,Bauang,Santiago,120.3440359,16.5016405
POINT (120.3391567 16.498013),789,Bauang,Santiago,120.3391567,16.498013
POINT (120.3464166 16.4721572),790,Bauang,Quinavite,120.3464166,16.4721572
POINT (120.34975814 16.4720828),791,Bauang,Quinavite,120.3497581,16.4720828
POINT (120.3536851 16.4723924),792,Bauang,Quinavite,120.3536851,16.4723924
POINT (120.343382 16.4696165),793,Bauang,Quinavite,120.343382,16.4696165
POINT (120.353469 16.4737838),794,Bauang,Quinavite,120.353469,16.4737838
POINT (120.35217318 16.47153589),795,Bauang,Quinavite,120.3521732,16.47153589
POINT (120.3528558 16.4706456),796,Bauang,Quinavite,120.3528558,16.4706456
POINT (120.3541694 16.4702171),797,Bauang,Quinavite,120.3541694,16.4702171
POINT (120.3521711 16.4703986),798,Bauang,Quinavite,120.3521711,16.4703986
POINT (120.3512296 16.4769913),799,Bauang,Quinavite,120.3512296,16.4769913
POINT (120.3493455 16.4778328),800,Bauang,Quinavite,120.3493455,16.4778328
POINT (120.3535848 16.4710749),801,Bauang,Quinavite,120.3535848,16.4710749
POINT (120.344755 16.469877),802,Bauang,Quinavite,120.344755,16.469877
POINT (120.3446129 16.4705687),803,Bauang,Quinavite,120.3446129,16.4705687
POINT (120.3504369 16.4722119),804,Bauang,Quinavite,120.3504369,16.4722119
POINT (120.3478338 16.4770039),805,Bauang,Quinavite,120.3478338,16.4770039
POINT (120.3510495 16.475577),806,Bauang,Quinavite,120.3510495,16.475577
POINT (120.3504979 16.4708698),807,Bauang,Quinavite,120.3504979,16.4708698
POINT (120.3494821 16.4730366),808,Bauang,Quinavite,120.3494821,16.4730366
POINT (120.3529533 16.4704211),809,Bauang,Quinavite,120.3529533,16.4704211
POINT (120.3469672 16.476272),810,Bauang,Quinavite,120.3469672,16.476272
POINT (120.3757263 16.5186785),811,Bauang,Pugo,120.3757263,16.5186785
POINT (120.373975 16.5204019),812,Bauang,Pugo,120.373975,16.5204019
POINT (120.3743095 16.5184042),813,Bauang,Pugo,120.3743095,16.5184042
POINT (120.3662305 16.5166533),814,Bauang,Pugo,120.3662305,16.5166533
POINT (120.3720089 16.516867),815,Bauang,Pugo,120.3720089,16.516867
POINT (120.3694525 16.5204778),816,Bauang,Pugo,120.3694525,16.5204778
POINT (120.3688344 16.5194386),817,Bauang,Pugo,120.3688344,16.5194386
POINT (120.361336 16.5198661),818,Bauang,Pugo,120.361336,16.5198661
POINT (120.3716078 16.521234),819,Bauang,Pugo,120.3716078,16.521234
POINT (120.3699392 16.5199665),820,Bauang,Pugo,120.3699392,16.5199665
POINT (120.3650166 16.5176611),821,Bauang,Pugo,120.3650166,16.5176611
POINT (120.3722395 16.5176684),822,Bauang,Pugo,120.3722395,16.5176684
POINT (120.3727318 16.522477),823,Bauang,Pugo,120.3727318,16.522477
POINT (120.377255 16.518175),824,Bauang,Pugo,120.377255,16.518175
POINT (120.3644687 16.5168805),825,Bauang,Pugo,120.3644687,16.5168805
POINT (120.3728046 16.5207401),826,Bauang,Pugo,120.3728046,16.5207401
POINT (120.3718457 16.5175808),827,Bauang,Pugo,120.3718457,16.5175808
POINT (120.3673433 16.5165722),828,Bauang,Pugo,120.3673433,16.5165722
POINT (120.3309188 16.4857094),829,Bauang,Payocpoc Sur,120.3309188,16.4857094
POINT (120.3287685 16.4794747),830,Bauang,Payocpoc Sur,120.3287685,16.4794747
POINT (120.3321061 16.4730312),831,Bauang,Payocpoc Sur,120.3321061,16.4730312
POINT (120.3302435 16.474867),832,Bauang,Payocpoc Sur,120.3302435,16.474867
POINT (120.3334286 16.4814146),833,Bauang,Payocpoc Sur,120.3334286,16.4814146
POINT (120.3322731 16.4742978),834,Bauang,Payocpoc Sur,120.3322731,16.4742978
POINT (120.331454 16.4781275),835,Bauang,Payocpoc Sur,120.331454,16.4781275
POINT (120.3313546 16.4799351),836,Bauang,Payocpoc Sur,120.3313546,16.4799351
POINT (120.33319585 16.48452092),837,Bauang,Payocpoc Sur,120.3331959,16.48452092
POINT (120.3265448 16.4867208),838,Bauang,Payocpoc Sur,120.3265448,16.4867208
POINT (120.3274365 16.4860267),839,Bauang,Payocpoc Sur,120.3274365,16.4860267
POINT (120.33185219 16.48339494),840,Bauang,Payocpoc Sur,120.3318522,16.48339494
POINT (120.3301428 16.482888),841,Bauang,Payocpoc Sur,120.3301428,16.482888
POINT (120.3302877 16.4865326),842,Bauang,Payocpoc Sur,120.3302877,16.4865326
POINT (120.3399433 16.4977415),843,Bauang,Payocpoc Sur,120.3399433,16.4977415
POINT (120.3318468 16.4807365),844,Bauang,Payocpoc Sur,120.3318468,16.4807365
POINT (120.330664 16.4980254),845,Bauang,Pagdalagan Sur,120.330664,16.4980254
POINT (120.3247354 16.4994278),846,Bauang,Pagdalagan Sur,120.3247354,16.4994278
POINT (120.3288302 16.498199),847,Bauang,Pagdalagan Sur,120.3288302,16.498199
POINT (120.3207343 16.5018904),848,Bauang,Pagdalagan Sur,120.3207343,16.5018904
POINT (120.3266486 16.4993422),849,Bauang,Pagdalagan Sur,120.3266486,16.4993422
